Version,Date,Time,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,26/10/2024,8:09:54,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last 7 shifts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Machine,Serial,Nr,Shift,Date,Time,Picks,Length,%,Weaver %,Stops,CMPX,Time,Filling,CMPX,Time,Warp,CMPX,Time,Bobbin,CMPX,Time,Hand,CMPX,Time,Other,CMPX,Time,Starts,Speed
LOOM44,424108,-3,B,24/10/2024,20:00,209862,77.8,48.7,48.7,52,24.8,4650,23,11,725,16,7.6,1744,6,2.9,398,7,3.3,1783,0,0,0,35,598
LOOM44,424108,-4,A,24/10/2024,8:00,342569,126.1,79.4,79.4,88,25.7,7586,35,10.2,1339,39,11.4,4507,11,3.2,604,3,0.9,1131,0,0,5,23,599
LOOM44,424108,-5,B,23/10/2024,20:00,395155,145.4,91.6,91.6,61,15.4,3174,28,7.1,948,20,5.1,1597,9,2.3,541,3,0.8,74,1,0.3,14,13,599
LOOM44,424108,-6,A,23/10/2024,8:00,380144,139.9,88.1,88.1,73,19.2,3947,32,8.4,828,26,6.8,2496,8,2.1,445,7,1.8,178,0,0,0,30,599
LOOM45,424103,Current,A,26/10/2024,8:00,5844,1.5,95.2,95.2,2,34.2,32,2,34.2,32,0,0,0,0,0,0,0,0,0,0,0,0,0,550
LOOM45,424103,-1,B,25/10/2024,20:00,334217,83.2,84.5,84.5,117,35,4415,97,29,2772,14,4.2,1308,4,1.2,280,0,0,0,2,0.6,55,77,549
LOOM45,424103,-2,A,25/10/2024,8:00,316794,78.9,80,80,119,37.6,5567,95,30,2894,13,4.1,1885,5,1.6,268,6,1.9,520,0,0,0,56,549
LOOM45,424103,-3,B,24/10/2024,20:00,333903,83.1,84.3,84.3,104,31.1,5368,78,23.4,2334,18,5.4,2451,5,1.5,312,3,0.9,271,0,0,0,44,549
LOOM45,424103,-4,A,24/10/2024,8:00,301676,75.1,76.2,76.2,111,36.8,6792,72,23.9,2225,22,7.3,3158,11,3.6,1031,6,2,378,0,0,0,50,549
LOOM45,424103,-5,B,23/10/2024,20:00,316477,78.8,79.9,79.9,101,31.9,6409,61,19.3,2069,36,11.4,4040,4,1.3,300,0,0,0,0,0,0,52,549
LOOM45,424103,-6,A,23/10/2024,8:00,323452,80.5,81.7,81.7,92,28.4,5303,53,16.4,1834,30,9.3,2744,5,1.5,285,3,0.9,371,1,0.3,69,47,550
LOOM46,424100,Current,A,26/10/2024,8:00,2151,0.8,38.9,38.9,3,139.5,304,0,0,0,2,93,269,1,46.5,35,0,0,0,0,0,0,3,397
LOOM46,424100,-1,B,25/10/2024,20:00,93084,35.3,32.6,32.6,150,161.1,15115,11,11.8,227,125,134.3,13903,13,14,873,1,1.1,112,0,0,0,170,396
LOOM46,424100,-2,A,25/10/2024,8:00,64232,24.3,22.5,22.5,93,144.8,14385,9,14,281,76,118.3,13091,6,9.3,759,2,3.1,254,0,0,0,112,396
LOOM46,424100,-3,B,24/10/2024,20:00,92602,35.1,32.4,32.4,140,151.2,15462,10,10.8,207,123,132.8,14821,7,7.6,434,0,0,0,0,0,0,130,396
LOOM46,424100,-4,A,24/10/2024,8:00,44667,17.7,15.6,15.6,60,134.3,12181,3,6.7,100,42,94,9026,7,15.7,1387,7,15.7,1617,1,2.2,51,183,398
LOOM46,424100,-5,B,23/10/2024,20:00,1965,1,1.1,1.1,1,50.9,78,0,0,0,0,0,0,0,0,0,1,50.9,78,0,0,0,32,354
LOOM46,424100,-6,A,23/10/2024,8:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOOM47,424101,Current,A,26/10/2024,8:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOOM47,424101,-1,B,25/10/2024,20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOOM47,424101,-2,A,25/10/2024,8:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOOM47,424101,-3,B,24/10/2024,20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOOM47,424101,-4,A,24/10/2024,8:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOOM47,424101,-5,B,23/10/2024,20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOOM47,424101,-6,A,23/10/2024,8:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOOM48,424102,Current,A,26/10/2024,8:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOOM48,424102,-1,B,25/10/2024,20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOOM48,424102,-2,A,25/10/2024,8:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOOM48,424102,-3,B,24/10/2024,20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOOM48,424102,-4,A,24/10/2024,8:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOOM48,424102,-5,B,23/10/2024,20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOOM48,424102,-6,A,23/10/2024,8:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
